순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
261,시맨틱 에러: 더 무비,2022-08-31,"4,324,000",0.0%,"660,381,000",301,"59,615",1,2,한국,한국,주식회사 왓챠,주식회사 왓챠,12세이상관람가,멜로/로맨스,김수정,"박서함,박재찬,송지오,김노진,김원기,최수견,차재훈,김건희,김진성,정준교,허이진,박준환,이진성,경수빈,신민선,한태희,기현우,손범서,한태경,우주명,이혜민,문해민,김정민,석유진,이정혁,조성진,정주원,송명호"
262,스트레이트 스토리,2001-11-30,"2,194,000",0.0%,"3,200,000",299,588,1,32,프랑스,프랑스,,"주식회사 블루필름웍스,(주)버킷스튜디오",전체관람가,드라마,데이빗 린치,"씨씨 스페이식,리차드 판스워드"
263,항거:유관순 이야기,2019-02-27,"2,517,900",0.0%,"9,293,982,001",294,"1,158,248",44,104,한국,한국,(주)디씨지플러스,롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,드라마,조민호,"고아성,김새벽,김예은,정하담,류경수,최무성,하성광,류성민,권현진,김경록,김남진,박지원,박찬우,배향,김명,신영주,신하준,신현진,오상무,임한빈,김은희,최미라,장민영,최성윤,김현호,정효정,이성원,김정원,조아라,이수연,김신영,율찬,강시후,김연정,강왕수,고병택,김지성,공정현,권다솜,김영은,이영석,김아송,정소영,나누리,노승범,정교,진호은,윤상돈,채송화,윤예솔,정하담,심태영,이형원,이효린,최일순,임영혜,임유정,임윤진,박한마,임자혜,송용기,하진,오지영"
264,북북서로 진로를 돌려라,,"1,654,000",0.0%,"49,129,900",286,"9,533",1,16,미국,미국,,,12세이상관람가,"어드벤처,미스터리,멜로/로맨스",알프레드 히치콕,"캐리 그랜트,에바 마리 세인트"
265,토니 타키타니,2005-09-22,"2,662,000",0.0%,"80,235,000",283,"11,984",1,5,일본,일본,,스폰지,12세관람가,드라마,이치카와 준,"이세이 오가타,미야자와 리에"
266,윌로씨의 휴가,,"2,013,000",0.0%,"4,324,000",281,633,1,3,프랑스,프랑스,,,,코미디,자크 타티,"자크 타티,나탈리 파스쿠드"
267,극장판 카케구루이,2023-01-16,"1,947,694",0.0%,"1,947,694",273,273,5,78,일본,일본,,(주)미디어캐슬,15세이상관람가,드라마,하나부사 츠토무,"하마베 미나미,타카스기 마히로"
268,코만체로스,,"544,000",0.0%,"10,834,000",272,"5,220",1,8,미국,미국,,,,"액션,서부극(웨스턴)",마이클 커티즈,"존 웨인,스튜어트 휘트먼"
269,블라스트: 폭탄제거반,2023-03-16,"1,600,000",0.0%,"1,600,000",264,264,5,16,프랑스,프랑스,,주식회사 풍경소리,12세이상관람가,"액션,스릴러",,"노라 아르네제더,피에르 키위트"
269,희수,2022-12-15,"2,061,000",0.0%,"4,294,500",264,549,5,61,한국,한국,영화사 정원,영화사 정원,12세이상관람가,드라마,감정원,공민정
271,나의 아저씨,,"1,884,000",0.0%,"5,359,000",263,749,1,3,프랑스,"프랑스,이탈리아",,,,코미디,자크 타티,"장 피에르 조라,자크 타티"
272,스트레인지 월드,2022-11-23,"2,587,000",0.0%,"968,821,831",259,"112,910",1,1,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"돈 홀,퀴 응우옌","제이크 질렌할,데니스 퀘이드,자부키 영-화이트,가브리엘 유니온,루시 리우"
273,싸이코,,"1,498,000",0.0%,"73,246,026",258,"10,625",1,19,미국,미국,,(주)영화사 안다미로,청소년관람불가,"공포(호러),스릴러,미스터리",알프레드 히치콕,"안소니 퍼킨스,베라 마일즈,존 개빈,마틴 발삼,존 맥킨타이어,사이먼 오클랜드,본 테일러,프랭크 알버트슨,루렌 터틀,패트리샤 히치콕,존 앤더슨,자넷 리"
274,애천,,"578,000",0.0%,"7,405,000",252,"3,689",2,18,,,,,,,진 네글레스코,
275,큐어,2022-07-06,"2,393,000",0.0%,"264,413,969",247,"25,372",2,22,일본,일본,,M&M 인터내셔널,15세관람가,공포(호러),구로사와 기요시,"나카가와 안나,하기와라 마사토,야쿠쇼 코지"
276,호두까기 인형,,"7,652,100",0.0%,"37,297,100",243,"1,200",15,39,영국,영국,,,,공연,,
277,머슴바울,2022-11-24,"2,054,000",0.0%,"29,033,600",240,"2,981",5,80,한국,한국,"권필름,스토리윤","(주)드림팩트엔터테인먼트,기독교대한감리회",전체관람가,"사극,뮤지컬",권혁만,김영훈
278,극장판 카케구루이2: 절체절명의 러시안 룰렛,2023-02-16,"1,537,500",0.0%,"1,537,500",237,237,5,73,일본,일본,,(주)미디어캐슬,15세이상관람가,스릴러,하나부사 츠토무,"하마베 미나미,타카스기 마히로,모리카와 아오이"
279,원더풀 라이프,2001-12-09,"2,296,000",0.0%,"186,542,600",235,"22,544",1,18,일본,일본,,"(주)영화사 안다미로,(주)라이크콘텐츠,㈜영화사 백두대간",전체관람가,드라마,고레에다 히로카즈,"아베 사다오,아라타,하라 히사코"
280,"그 겨울, 나는",2022-11-30,"1,896,500",0.0%,"46,581,293",227,"6,147",5,66,한국,한국,한국영화아카데미,(주)더쿱디스트리뷰션,15세이상관람가,멜로/로맨스,오성호,"권다함,권소현,오지혜,계영호,이한주,정수교,김신비,권혁성,지웅배,백승철,이천희,김자영,이금주,이가경,이택근,김종태,변진수,박수진,이현서,김수빈,정태영,신치영,이재우,김남호,진수선,김현식,김수란,윤영,정유담"
280,방랑자들,,"454,000",0.0%,"2,341,000",227,"1,168",1,6,영국,영국,,,,"드라마,어드벤처",프레드 진네만,데보라 카
282,원더,2017-12-27,"1,356,000",0.0%,"2,062,913,729",226,"271,439",1,2,미국,미국,,"CGV아트하우스,그린나래미디어(주)",전체관람가,드라마,스티븐 크보스키,"줄리아 로버츠,오웬 윌슨,제이콥 트렘블레이"
283,꽃다발 같은 사랑을 했다,2021-07-14,"2,148,000",0.0%,"377,717,310",224,"39,811",1,6,일본,일본,,"(주)리틀빅픽쳐스,(주)레드로버",12세이상관람가,멜로/로맨스,도이 노부히로,"아리무라 카스미,스다 마사키"
283,안나 카레니나,,"448,000",0.0%,"19,053,500",224,"9,050",1,9,영국,영국,,,,드라마,줄리앙 뒤비비에르,비비안 리
285,몽상가들,2005-03-25,"2,049,000",0.0%,"301,322,204",223,"43,179",1,22,프랑스,프랑스,더 레코디드 픽쳐 프로덕션,"찬란,오드",18세관람가,"드라마,멜로/로맨스",베르나르도 베르톨루치,"에바 그린,마이클 피트,루이 가렐,로빈 레누치,안나 챈셀러"
285,앤트맨과 와스프,2018-07-04,"2,585,300",0.0%,"47,470,638,985",223,"5,448,357",1,25,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,SF",페이튼 리드,"폴 러드,에반젤린 릴리,마이클 더글라스,미셀 파이퍼,로렌스 피쉬번,해나 존-케이먼,마이클 페나,월튼 고긴스"
287,이스터 선데이,2022-12-28,"2,022,200",0.0%,"5,050,800",221,526,22,108,미국,미국,,씨제이 씨지브이(CJ CGV)(주),12세이상관람가,"코미디,드라마",제이 챈드라세카,
288,같은 속옷을 입는 두 여자,2022-11-10,"1,958,500",0.0%,"76,833,892",220,"8,493",2,29,한국,한국,한국영화아카데미,찬란,15세이상관람가,드라마,김세인,"임지호,양말복,정보람,양흥주,이유경,최경준,이양희,권정은,박희은,안수경,문종훈,이우정,이호원,이지은,김하진,김선율,성미경,박성일,신정은,오은지,최선웅,김미영,최요운,윤태희,장지용,신치영,임동민"
288,공포분자,2020-09-17,"2,152,000",0.0%,"47,504,630",220,"6,088",1,15,기타,기타,,(주)에이썸엔터테인먼트,15세이상관람가,드라마,에드워드 양,"무건인,왕 안"
288,별 볼일 없는 인생,2023-01-12,"2,034,000",0.0%,"2,034,000",220,220,7,37,한국,한국,(주)나우콘텐츠,(주)이놀미디어,15세이상관람가,"멜로/로맨스,드라마,판타지",서동헌,"정가은,노진원,나미희,전유성,김늘메,박선우,강수빈,홍종현,이보림"
288,창밖은 겨울,2022-11-24,"1,366,000",0.0%,"56,858,992",220,"7,267",7,71,한국,한국,끼리끼리 필름,(주)영화사 진진,12세이상관람가,"드라마,멜로/로맨스",이상진,"곽민규,한선화,안민영,목규리,천신남,박현민,이재우,손성찬,김민희,주은실,이정비,양지웅,김진혁,최희진,이익수"
292,인생은 아름다워,2022-09-28,"1,417,000",0.0%,"10,899,455,019",219,"1,171,821",1,2,한국,한국,더램프(주),롯데컬처웍스(주)롯데엔터테인먼트,12세이상관람가,뮤지컬,최국희,"류승룡,염정아,박세완,옹성우,심달기,정현정,하현상,김다인,유순웅,이세령,김민체,조승연,조수지,변진수,문정대,박경근,김호준,정영섭,박경찬,황정윤,한이진,김영준,남성호,이희규,김진아,전무송,박영규,김혜옥,신신애,김종수,고창석,염혜란,김선영,류현경"
293,나이아가라,,"434,000",0.0%,"18,570,000",217,"9,017",1,12,미국,미국,,,15세관람가,"드라마,기타,스릴러",헨리 해서웨이,"마릴린 몬로,조셉 코튼,진 피터스"
294,고령가 소년 살인사건,2017-11-23,"2,582,000",0.0%,"141,024,500",216,"11,025",1,8,대만,대만,,(주)리틀빅픽쳐스,15세이상관람가,드라마,에드워드 양,"장첸,왕 주안,금연령,장 구주"
295,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 공연부문,,"3,210,000",0.0%,"3,210,000",214,214,1,1,한국,한국,,,,기타,,
295,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 요리부문,,"3,210,000",0.0%,"3,210,000",214,214,1,1,한국,한국,,,,기타,,
295,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 패션뷰티부문,,"3,210,000",0.0%,"3,210,000",214,214,1,1,한국,한국,,,,기타,,
298,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 방송부문,,"3,078,000",0.0%,"3,078,000",210,210,1,1,한국,한국,,,,기타,,
298,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 영화부문,,"3,078,000",0.0%,"3,078,000",210,210,1,1,한국,한국,,,,기타,,
298,2023 CJ도너스캠프 청소년 문화동아리 SHOWCASE- 음악부문,,"3,078,000",0.0%,"3,078,000",210,210,1,1,한국,한국,,,,기타,,
298,존 웨인의 진주만,,"420,000",0.0%,"9,438,000",210,"4,464",1,8,미국,미국,,,,"전쟁,드라마",조지 와그너,"존 웨인,패트리샤 닐"
302,"열차 안의 낯선 자들, 의혹의 전망차",,"418,000",0.0%,"24,576,700",209,"4,823",1,12,미국,미국,,,12세관람가,"범죄,미스터리,멜로/로맨스,스릴러",알프레드 히치콕,"팔리 그레인저,루스 로만,로버트 워커"
303,트래픽,,"1,414,000",0.0%,"3,095,000",206,455,1,3,이탈리아,"이탈리아,프랑스",,,,드라마,자크 타티,자크 타티
304,킹 오브 프리즘 - 프라이드 더 히어로,2017-06-10,"1,596,799",0.0%,"1,091,443,249",204,"130,212",1,2,일본,일본,,"동우에이앤이(주),(주)박수엔터테인먼트",15세이상관람가,애니메이션,히시다 마사카즈,"남도형,우치다 유우마,엄상현,이원찬,정주원,이정민,한신,황창영,김현욱,탁원정,이경태,심승한,사성웅,이규창"
305,사랑에 관한 짧은 필름,1995-10-14,"1,965,000",0.0%,"7,938,000",203,"1,018",1,16,폴란드,폴란드,,(주)영화사 안다미로,연소자관람불가,드라마,크지슈토프 키에슬로프스키,"그라지나 자폴로브스카,올라프 루바스쳉코"
305,사랑해 사랑해,,"1,427,000",0.0%,"1,721,000",203,262,1,2,프랑스,프랑스,,,,"드라마,SF",알랭 레네,"클로드 리치,올가 조지-피콧"
305,스팔타카스,1974-01-23,"406,000",0.0%,"10,865,000",203,"5,468",1,4,미국,미국,브라이나프로덕션즈,,,"드라마,액션,사극",스탠리 큐브릭,"커크 더글라스,로렌스 올리비에"
308,앤트맨,2015-09-03,"2,310,000",0.0%,"23,601,275,937",201,"2,847,913",1,24,미국,"미국,영국",,월트디즈니컴퍼니코리아(주),12세이상관람가,"액션,SF",페이튼 리드,"폴 러드,마이클 더글라스,에반젤린 릴리,코리 스톨"
309,수프와 이데올로기,2022-10-20,"1,548,000",0.0%,"79,162,050",196,"8,676",2,29,한국,한국,"㈜PLACE TO BE,㈜나비온에어",(주)엣나인필름,12세이상관람가,다큐멘터리,양영희,"강정희,양영희,아라이 카오루"
309,신 에반게리온 극장판,2022-10-05,"1,477,000",0.0%,"286,964,800",196,"25,413",1,2,일본,일본,,(주)라이크콘텐츠,15세이상관람가,애니메이션,안노 히데아키,
311,5월 이후,,"1,673,000",0.0%,"2,548,000",195,374,1,15,프랑스,프랑스,,(주)무비다이브,,드라마,올리비에 아사야스,롤라 크레톤
312,라 트라비아타,,"5,380,900",0.0%,"5,380,900",194,194,6,19,미국,미국,,,,공연,,
312,지구 최후의 밤,2019-07-25,"2,661,000",0.0%,"63,104,580",194,"7,496",1,3,중국,중국,,찬란,12세이상관람가,"드라마,미스터리",비간,"탕웨이,황각"
314,"구름의 저편, 약속의 장소",2017-02-28,"1,274,798",0.0%,"60,850,588",193,"9,046",5,73,일본,일본,,"(주)미디어캐슬,(주)삼지애니메이션",12세이상관람가,"애니메이션,드라마",신카이 마코토,"하기와라 마사토,난리 유카,요시오카 히데타카"
315,울지마 엄마,2023-05-17,"1,728,000",0.0%,"1,728,000",192,192,1,1,한국,한국,"KBS,(주)드림팩트엔터테인먼트",주식회사 원더스튜디오,전체관람가,다큐멘터리,이호경,
316,제25회 한예종 졸업영화제 섹션 7,,"1,887,000",0.0%,"1,887,000",190,190,1,1,한국,한국,,,,기타,,
317,무법지대,,"362,000",0.0%,"5,504,000",181,"2,726",1,8,미국,미국,메트로-골드윈-마이어,,,"범죄,드라마,미스터리",존 스터지스,
318,아포리아,2023-01-26,"900,000",0.0%,"900,000",180,180,5,18,한국,한국,소나기픽처스,와이드 릴리즈(주),12세이상관람가,드라마,이주형,"손진환,서민균,이양희,류성록,한동훈,박윤희,박태후,김철윤,김율호"
319,"조제, 호랑이 그리고 물고기들",2004-10-29,"1,722,000",0.0%,"524,885,636",179,"76,198",1,4,일본,일본,아스믹에이스엔터테인먼트,"(주)디스테이션,(주)프레인글로벌,(주)스폰지이엔티","15세관람가,15세이상관람가",드라마,이누도 잇신,"츠마부키 사토시,이케와키 치즈루"
320,녹색광선,,"1,807,500",0.0%,"56,622,200",175,"6,406",1,5,프랑스,프랑스,,(주)영화사 안다미로,12세이상관람가,"드라마,멜로/로맨스",에릭 로메르,마리 리비에르
320,엘 시드,1971-09-21,"350,000",0.0%,"23,032,790",175,"12,772",1,4,미국,"미국,이탈리아,영국",,,,"드라마,사극,전쟁",안소니 만,"찰톤 헤스톤,소피아 로렌"
322,초속5센티미터,2007-06-21,"1,328,598",0.0%,"288,149,629",172,"47,843",9,51,일본,일본,,"(주)미디어캐슬,대원디지털엔터테인먼트,(주)팝엔터테인먼트",전체관람가,"애니메이션,드라마,멜로/로맨스",신카이 마코토,미즈하시 켄지
323,대장 부리바,1973-06-29,"415,000",0.0%,"30,131,500",170,"14,459",1,18,미국,미국,,,12세이상관람가,"전쟁,액션,어드벤처,드라마,멜로/로맨스",J. 리 톰슨,"토니 커티스,율 브린너"
324,사랑아 나는 통곡한다,,"338,000",0.0%,"10,933,000",169,"5,419",1,9,미국,미국,,,12세이상관람가,멜로/로맨스,윌리엄 와일러,"올리비아 드 하빌랜드,몽고메리 클리프트,랄프 리차드슨,마리암 홉킨스"
324,폼페이 최후의 날,1976-01-31,"338,000",0.0%,"13,493,000",169,"6,701",1,6,이탈리아,"이탈리아,스페인,서독",,,,드라마,마리오 보나드,"크리스틴 카우프먼,스티브 리브스"
326,그늘과 양지,,"330,000",0.0%,"3,534,000",165,"1,762",1,9,미국,미국,,,,"멜로/로맨스,드라마",데이비드 밀러,"수잔 헤이워드,존 개빈"
326,해길랍,2021-03-31,"1,917,698",0.0%,"123,371,088",165,"13,918",1,11,기타,기타,,오드,15세이상관람가,멜로/로맨스,채밀결,"허광한,요애녕,임의잠"
328,너와 나,,"1,304,000",0.0%,"4,312,000",163,539,1,1,한국,한국,,,,기타,조현철,박혜수
328,삼총사,,"326,000",0.0%,"4,748,000",163,"2,364",1,6,미국,미국,,,,"액션,스릴러,드라마",조지 시드니,"진 켈리,로버트 쿠테"
328,왕과 나,,"326,000",0.0%,"11,251,000",163,"5,254",1,4,미국,미국,투엔티쓰 센츄리-폭스 필름 코퍼레이션,,전체관람가,"뮤지컬,코미디,가족,멜로/로맨스",월터 랭,"율 브린너,데보라 카"
331,2022 스토리업 선정작 시사회,,"3,360,000",0.0%,"3,360,000",160,160,1,1,한국,한국,,,,기타,,
331,트루 마더스,2023-01-01,"1,126,600",0.0%,"1,951,600",160,215,5,71,일본,일본,,(주)미디어캐슬,12세이상관람가,드라마,가와세 나오미,"나가사쿠 히로미,아라타"
333,자니 기타,,"895,000",0.0%,"14,836,000",157,"6,637",1,5,미국,미국,,,,서부극(웨스턴),니콜라스 레이,"조안 크로포드,스터링 헤이든"
334,혜옥이,2022-12-08,"1,068,000",0.0%,"13,158,099",156,"1,521",4,75,한국,한국,와이즈 앤 와이드 픽쳐스,(주)트리플픽쳐스,12세이상관람가,드라마,박정환,"이태경,전국향,정상우,조준희,임호경,오은지,김상휘,손승범,남동우,박진우,오동훈,이설아,김진해,김지수,박정원,조성호,송기명,최현,정진욱,손다정,소지수,박현지,조명남,전진우,강숙"
