순위,영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,국적,제작사,배급사,등급,장르,감독,배우
143,EBS친구들 씽씽 댄스파티,2022-09-20,"7,904,000",0.0%,"28,459,000","1,306","4,699",4,33,한국,한국,한국교육방송공사 EBS,(주)에픽캔,전체관람가,가족,,
144,수라,2023-06-21,"11,863,000",0.0%,"15,585,000","1,304","1,785",1,13,한국,한국,"스튜디오두마,미디어나무(주)","스튜디오두마,미디어나무(주),스튜디오 에이드",전체관람가,다큐멘터리,황윤,황윤
145,겨울 이야기,2023-01-18,"6,495,399",0.0%,"8,169,399","1,292","1,478",22,290,한국,한국,신프로덕션,"와이드 릴리즈(주),시네마 뉴원",전체관람가,드라마,신상옥,"신구,김지숙"
146,차별,2023-03-22,"11,531,398",0.0%,"11,753,398","1,264","1,298",24,214,한국,한국,이스크라21,(주)디오시네마,전체관람가,다큐멘터리,"김지운,김도희",
147,스톰 보이,2023-02-16,"11,287,896",0.0%,"18,533,896","1,262","2,211",44,345,호주,호주,,주식회사 블루필름웍스,전체관람가,가족,숀 시트,"제이 코트니,제프리 러쉬,데이비드 걸필리,에릭 톰슨,폴 블랙웰"
148,피터 본 칸트,2023-02-15,"10,736,796",0.0%,"11,486,796","1,249","1,324",29,310,프랑스,프랑스,,(주)드림팩트엔터테인먼트,15세이상관람가,멜로/로맨스,프랑수아 오종,"드니 메노셰,이자벨 아자니"
149,존 윅 4,2023-04-12,"21,216,000",0.0%,"21,216,000","1,248","1,248",1,2,미국,미국,,(주)레드아이스 엔터테인먼트,청소년관람불가,액션,채드 스타헬스키,"키아누 리브스,로렌스 피쉬번,이안 맥쉐인,빌 스카스가드,견자단"
150,팔로우드,2023-03-22,"12,051,988",0.0%,"12,051,988","1,228","1,228",51,331,미국,미국,,(주)영화사오원,15세이상관람가,"공포(호러),미스터리,스릴러",앙트완 르,"존 사베지,매튜 솔로몬,샘 발렌타인,팀 드라이어"
151,투란도트,,"32,470,600",0.0%,"32,470,600","1,132","1,132",16,88,독일,독일,,,,공연,마르코 아르밀리아토,"안나 네트렙코,유시프 에이바조프"
152,아르코 라이브 뮤지컬 호프,2021-03-03,"21,860,000",0.0%,"116,006,000","1,093","5,818",5,43,한국,한국,한국문화예술위원회,(주)아이디어랩,12세이상관람가,공연,,
153,프레이 포 더 데블,2022-12-07,"10,675,000",0.0%,"718,299,477","1,068","71,270",3,10,미국,미국,,(주)올스타엔터테인먼트,15세이상관람가,"미스터리,공포(호러)",다니엘 스탬,"콜린 살몬,버지니아 매드슨"
154,카르멘,,"27,738,000",0.0%,"27,738,000","1,032","1,032",18,122,독일,독일,,,,공연,마르코 아르밀리아토,"엘리나 가랑차,브라이언 자그데"
155,극장판 짱구는 못말려: 수수께끼! 꽃피는 천하떡잎학교,2022-09-28,"6,874,000",0.0%,"8,370,741,924",982,"837,647",2,6,일본,일본,,(주)씨제이이엔엠,전체관람가,애니메이션,타카하시 와타루,
155,더 배트맨,2022-03-01,"9,928,292",0.0%,"9,349,058,992",982,"905,220",15,121,미국,미국,,워너브러더스 코리아(주),15세이상관람가,"액션,범죄,드라마",맷 리브스,"로버트 패틴슨,폴 다노,조 크라비츠,앤디 서키스,제프리 라이트,콜린 파렐,피터 사스가드,존 터투로"
157,새를 사랑한 화가,2023-01-25,"8,043,799",0.0%,"8,043,799",877,877,16,135,프랑스,프랑스,,찬란,전체관람가,다큐멘터리,,
158,뮤지컬 배니싱,2023-01-03,"17,419,500",0.0%,"17,419,500",871,871,5,43,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),12세이상관람가,"뮤지컬,공연",이헌재,
159,사랑할 땐 누구나 최악이 된다,2022-08-25,"6,565,696",0.0%,"476,161,867",839,"47,040",17,45,노르웨이,노르웨이,,"그린나래미디어(주),(주)하이스트레인저",15세이상관람가,"멜로/로맨스,드라마",요아킴 트리에,"레나테 레인스베,앤더스 다니엘슨 라이,헤르베르트 노르드룸"
160,벤데타: 복수의 시간,2023-01-20,"7,300,000",0.0%,"7,300,000",836,836,50,50,캐나다,캐나다,,(주)무비다이브,15세이상관람가,액션,자레드 콘,"브루스 윌리스,마이크 타이슨,클라이브 스탠든,토마스 제인"
161,뮤지컬 번지점프를 하다,2023-01-02,"16,439,500",0.0%,"16,439,500",822,822,5,43,한국,한국,씨제이 씨지브이(CJ CGV)(주),씨제이 씨지브이(CJ CGV)(주),12세이상관람가,"뮤지컬,공연",윤영호,이창용
162,포커페이스,2023-03-23,"7,496,894",0.0%,"7,496,894",810,810,51,266,미국,미국,,"와이드 릴리즈(주),(주)제이앤씨미디어그룹",15세이상관람가,"범죄,스릴러",러셀 크로우,"러셀 크로우,리암 헴스워스,엘자 패터키"
163,카사블랑카,1999-04-03,"1,600,000",0.0%,"68,878,952",790,"21,579",1,20,미국,미국,워너브러더스사㈜,워너브러더스 코리아(주),12세 미만인 자는 관람할 수 없는 등급,"드라마,멜로/로맨스,전쟁",마이클 커티즈,"험프리 보가트,잉그리드 버그만,폴 헌레이드"
164,클로즈,2023-05-03,"7,776,795",0.0%,"10,622,295",781,"1,056",14,41,벨기에,"벨기에,네덜란드,프랑스",,"찬란,(주)하이스트레인저",12세이상관람가,드라마,루카스 돈트,"에덴 담브린,구스타브 드 와엘"
165,ARKO LIVE 뮤지컬 시데레우스,2021-02-11,"15,579,500",0.0%,"62,838,000",779,"3,937",5,45,한국,한국,(주)아이디어랩,(주)아이디어랩,전체관람가,"뮤지컬,공연",,
166,말없는 소녀,2023-05-31,"7,432,216",0.0%,"7,432,216",777,777,11,43,아일랜드,아일랜드,,주식회사 슈아픽처스,전체관람가,드라마,,
167,데시벨,2022-11-16,"6,463,000",0.0%,"8,852,632,146",772,"901,426",5,19,한국,한국,"이스트드림시노펙스(주),(주)기억속의매미",(주)마인드마크,12세이상관람가,액션,황인호,"김래원,채시은,임병훈,정상훈,이종석,박병은,이상희,김정우,나현우,박성훈,조인우,이종욱,박진수,신윤주,조달환,우지현,노성은,이승훈,윤정열,김건,장세원,안태환,류시안,명홍진,한민엽,권동호,김진환,위민국,김호준,손윤환,오동훈,김창헌,이한주,손승범,이화영,한기찬,정원석,김이준,신영찬,성백인,김동훈,김동연,류필립,정율건,장용희,이영훈,박수현,조강혁,장민수,이후림,이재준,차은우,이민기,김슬기,강경헌,차정환,최미라,한상경,김태훈,유민석,이승준,정우혁,한창현,고태영,김현동,윤지희,윤현길,손광익,박지원,서지원,최현주,임서영,이현하,손서영,이정준,안다정,감승민,윤기창,원시현,김하랑,설윤지,정현지,이윤호,차재현,최윤빈,임병택,정현옥,형영선,정재훈,조한결,김장원,이나민,오은지,전한나,전아희,윤재형,김진우,신치영,정다온"
168,더 메뉴,2022-12-07,"8,706,000",0.0%,"329,386,200",749,"32,109",2,35,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,스릴러,마크 미로드,"랄프 파인즈,안야 테일러 조이,니콜라스 홀트,자넷 맥티어,주디스 라이트,존 레귀자모"
169,백경,2008-03-15,"1,466,000",0.0%,"15,108,000",728,"7,322",1,16,영국,영국,,,,"드라마,어드벤처",존 휴스턴,"그레고리 펙,리차드 베이스하트,레오 겐"
170,알라모,,"1,467,000",0.0%,"8,481,000",726,"4,057",1,8,미국,미국,,,,전쟁,존 웨인,"존 웨인,리차드 위드마크,프랭키 아발론"
171,목로주점,,"1,442,000",0.0%,"9,267,000",721,"4,529",1,12,프랑스,프랑스,,,12세이상관람가,드라마,르네 클레망,"마리아 쉘,프랑스와 페리어"
172,언어의 정원,2013-08-14,"5,081,289",0.0%,"536,390,051",703,"80,110",12,163,일본,일본,,"(주)미디어캐슬,(주)팝엔터테인먼트",12세이상관람가,애니메이션,신카이 마코토,"이리노 미유,하나자와 카나,히라노 후미"
173,파리 에펠탑 콘서트,,"16,903,500",0.0%,"16,903,500",702,702,17,52,독일,독일,,,,공연,크리스티안 마첼라루,
174,프렌치 디스패치,2021-11-18,"5,389,486",0.0%,"1,005,872,316",697,"94,044",17,17,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,15세이상관람가,"코미디,드라마,멜로/로맨스",웨스 앤더슨,"틸다 스윈튼,프란시스 맥도먼드,빌 머레이,제프리 라이트,애드리언 브로디,베니치오 델 토로,오웬 윌슨,레아 세이두,티모시 샬라메,마티유 아말릭"
175,여섯 개의 밤,2023-03-29,"6,034,599",0.0%,"6,034,599",696,696,34,117,한국,한국,"(주)컬쳐플랫폼,매치컷(주)",㈜인디스토리,12세이상관람가,"드라마,멜로/로맨스,가족",최창환,"강길우,강진아,김시은,변중희,이한주,정수지,박인지,유해준,이나래"
176,중공탈출,,"1,376,000",0.0%,"3,980,000",688,"2,031",1,16,미국,미국,"워너 브러더스 픽쳐스,세기",,,"액션,전쟁",윌리엄 A. 웰만,"존 웨인,로렌 바콜,폴 픽스"
177,소울,2021-01-20,"7,500,300",0.0%,"19,042,415,480",687,"2,048,915",6,33,미국,미국,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오",월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,피트 닥터,"제이미 폭스,티나 페이"
178,라 비 앙 로즈,2007-11-21,"6,023,900",0.0%,"781,727,695",685,"117,672",13,89,프랑스,"프랑스,영국,체코",,"(주)영화사 안다미로,(주)블룸즈베리리소시스리미티드,(주)프라임엔터테인먼트",12세이상관람가,드라마,올리비에 다한,"마리옹 꼬띠아르,장 피에르 마틴"
179,폭풍의 언덕,,"1,366,000",0.0%,"20,621,500",678,"10,030",1,16,미국,미국,,,,드라마,윌리엄 와일러,"로렌스 올리비에,메를 오베론"
180,레드 리버,,"1,344,000",0.0%,"18,484,500",667,"8,676",1,12,미국,미국,,,,"서부극(웨스턴),액션,어드벤처",하워드 혹스,"존 웨인,몽고메리 클리프트"
181,애프터 양,2022-06-01,"5,500,000",0.0%,"395,258,300",664,"40,897",3,36,미국,미국,,"(주)영화특별시에스엠씨,주식회사 왓챠",전체관람가,"드라마,SF",코고나다,콜린 파렐
182,비긴 어게인,2014-08-13,"5,811,500",0.0%,"27,399,700,941",658,"3,475,280",12,46,미국,미국,,판씨네마(주),15세이상관람가,멜로/로맨스,존 카니,"키이라 나이틀리,마크 러팔로,애덤 리바인,헤일리 스테인펠드,제임스 코든,캐서린 키너"
183,사요나라,,"1,304,000",0.0%,"22,721,000",652,"11,253",1,12,미국,미국,,,,"드라마,멜로/로맨스",조슈아 로건,
184,만날때는 언제나 타인,,"1,298,000",0.0%,"6,766,000",644,"3,368",1,16,미국,미국,,,,멜로/로맨스,리차드 퀴니,"커크 더글라스,킴 노박"
185,상처뿐인 영광,1971-06-26,"1,286,000",0.0%,"13,108,500",643,"6,537",1,16,미국,미국,,,,드라마,로버트 와이즈,"폴 뉴먼,에버렛 슬로언"
186,하타리,,"1,295,000",0.0%,"12,263,500",640,"5,701",1,12,미국,미국,,,,"액션,어드벤처,드라마",하워드 혹스,존 웨인
187,기예르모 델토로의 피노키오,2022-11-23,"6,478,000",0.0%,"58,555,500",639,"6,354",11,92,미국,미국,,씨제이 씨지브이(CJ CGV)(주),전체관람가,"애니메이션,뮤지컬",기예르모 델 토로,"이완 맥그리거,데이비드 브래들리,크리스토프 왈츠,틸다 스윈튼"
188,스톤 부인의 로마의 봄,,"1,276,000",0.0%,"10,211,000",638,"4,723",1,16,미국,"미국,영국",,,15세이상관람가,드라마,호세 쿠인테로,"워렌 비티,비비안 리"
189,업,2009-07-29,"6,931,300",0.0%,"7,551,523,400",631,"1,033,657",5,30,미국,미국,"월트 디즈니 픽쳐스,픽사 애니메이션 스튜디오",한국소니픽쳐스릴리징브에나비스타영화㈜,전체관람가,"애니메이션,코미디,어드벤처,가족","피트 닥터,밥 피터슨","에드워드 애스너,밥 피터슨,이순재"
190,달콤 쌉사름한 초콜릿,,"19,418,300",0.0%,"19,418,300",629,629,17,92,영국,영국,,,,공연,,
191,라스트필름,2022-12-29,"3,301,500",0.0%,"7,889,200",620,"1,064",15,177,한국,한국,"(주)오죤필름,(주)동녘필름,리메인프로덕션",영화배급협동조합 씨네소파,12세이상관람가,드라마,전수일,"장현성,김진혁,김상오,정은영,김남우,박현준,김수민,현은영,유순철,양귀례,김혜정,박상규,차호준,이익수,김우진,유준혁,안준우,윤동주,이재희,이주현,손빛나"
191,빌리 아일리시: 라이브 앳 디 오투 (확장판),2023-01-27,"15,497,500",0.0%,"15,497,500",620,620,33,33,미국,미국,,씨제이포디플렉스 주식회사,12세이상관람가,공연,,
193,극장판 겁쟁이 페달,2023-02-01,"4,552,297",0.0%,"4,552,297",608,608,5,102,일본,일본,,(주)미디어캐슬,전체관람가,드라마,미키 코이치로,"이토 켄타로,하시모토 칸나,류세이 료"
194,졸업,1971-06-19,"4,650,900",0.0%,"48,223,166",604,"6,564",11,184,미국,미국,유나이티드 아티스트,시네마 뉴원,"청소년관람불가,15세이상관람가","드라마,코미디",마이크 니콜스,"앤 밴크로프트,더스틴 호프만"
195,하나 그리고 둘,2000-10-28,"5,684,000",0.0%,"96,598,100",598,"10,383",1,31,대만,"대만,일본",아톰필름즈,(주)리틀빅픽쳐스,"12세이상관람가,전체관람가","드라마,가족",에드워드 양,"오념진,금연령,켈리 리,조나단 창,이세이 오가타,진희성"
196,영국?로열?발레:?다이아몬드?기념?공연,,"18,483,600",0.0%,"18,483,600",596,596,19,89,영국,영국,,,,공연,,
197,나의 연인에게,2023-03-29,"4,986,500",0.0%,"4,986,500",593,593,26,73,독일,독일,,(주)까멜리아이엔티,15세이상관람가,"드라마,멜로/로맨스",앤 조라 베라치드,
198,상류사회,,"1,180,000",0.0%,"6,178,500",590,"2,818",1,16,미국,미국,메트로-골드윈-마이어,,,"코미디,멜로/로맨스,뮤지컬",찰스 월터스,"빙 크로스비,그레이스 켈리,프랭크 시내트라,셀레스테 홈"
199,디자이닝 우먼,,"1,174,000",0.0%,"5,621,000",587,"2,808",1,16,미국,미국,메트로-골드윈-마이어,,,"코미디,멜로/로맨스",빈센트 미넬리,"그레고리 펙,로렌 바콜,돌로레스 그레이"
200,애니씽 고즈: 라이브 인 런던,2023-03-08,"10,376,500",0.0%,"10,376,500",585,585,17,139,영국,영국,,(주)위즈온센,12세이상관람가,"뮤지컬,코미디,멜로/로맨스,공연",,
201,여심,,"1,136,000",0.0%,"7,131,000",563,"3,286",1,16,미국,미국,콜럼비아 픽쳐스 코포레이션,,15세이상관람가,드라마,조지 시드니,"리타 헤이워드,프랭크 시내트라,킴 노박"
202,현기증,,"1,160,000",0.0%,"73,834,642",560,"13,010",1,12,미국,미국,,(주)영화사 안다미로,15세이상관람가,"스릴러,범죄",알프레드 히치콕,"킴 노박,제임스 스튜어트,바바라 벨 게디스"
203,백조,,"1,117,000",0.0%,"8,395,000",556,"3,951",1,16,미국,미국,메트로-골드윈-마이어,,,"사극,코미디,드라마",,
204,서부삼형제,,"1,106,000",0.0%,"3,824,000",553,"1,864",1,12,미국,미국,,,,서부극(웨스턴),,제프리 헌터
205,매복,2023-01-12,"3,300,000",0.0%,"3,300,000",548,548,21,34,미국,미국,,(주)케이티알파,15세이상관람가,"액션,드라마,전쟁",피에르 모렐,
206,왕자와 무희,,"1,194,000",0.0%,"10,269,000",546,"4,922",1,18,미국,"미국,영국",워너 브러더스 픽쳐스,,,"코미디,드라마",로렌스 올리비에,"리차드 와티스,데이빗 혼,제레미 스펜서,시빌 손다이크,로렌스 올리비에,마릴린 몬로"
207,영호작전,,"1,096,000",0.0%,"3,608,000",543,"1,799",1,16,미국,미국,RKO 라디오 픽쳐스,,,"드라마,전쟁",테이 가넷,"로버트 미첨,앤 블리스"
208,사랑할 때와 죽을 때,,"1,080,000",0.0%,"24,083,000",540,"11,694",1,9,미국,미국,,,,"드라마,멜로/로맨스,전쟁",더글라스 서크,"존 개빈,리셀로테 풀베르"
209,남태평양,1971-08-07,"1,058,000",0.0%,"22,340,924",529,"12,472",1,8,미국,미국,이십세기폭스필름코퍼레이션,,15세이상관람가,"멜로/로맨스,뮤지컬,전쟁",조슈아 로건,"밋지 게이너,로자노 브레지,밋지 게이너,로자노 브레지"
210,7인의 신부,1972-12-24,"1,028,000",0.0%,"18,216,500",514,"9,046",1,16,미국,미국,메트로-골드윈-마이어,,,"뮤지컬,코미디",스탠리 도넌,"제인 포웰,제프 리차드스,하워드 킬"
211,모아나,2017-01-12,"5,013,500",0.0%,"18,067,097,307",512,"2,311,531",6,16,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"론 클레멘츠,존 머스커","드웨인 존슨,아우이 크라발호,알란 터딕,제메인 클레멘트,테무에라 모리슨"
212,다이얼 M을 돌려라,,"1,027,000",0.0%,"15,203,000",511,"7,231",1,16,미국,미국,워너 브러더스 픽쳐스,,,"범죄,미스터리,스릴러",알프레드 히치콕,"레이 밀랜드,그레이스 켈리,로버트 커밍스,존 윌리엄스"
213,"2021 스웨그 에이지 : 외쳐, 조선!",2021-05-13,"10,079,500",0.0%,"44,816,400",504,"4,119",5,40,한국,한국,(주)피엘종합기획,(주)위즈온센,12세이상관람가,"뮤지컬,공연","우진하,곽기영","양희준,김수하,임현수,이경수,장재웅,정선기,정아영,김은총,심수영,김승용,김재형,노현창,황자영,민소영,류연진,임상희"
214,플레이타임,,"3,741,000",0.0%,"7,708,000",501,"1,019",1,3,프랑스,"프랑스,이탈리아",,,,코미디,자크 타티,리타 메이든
215,줄리어스 시저,,"1,000,000",0.0%,"9,376,000",500,"4,571",1,12,미국,미국,,,,드라마,조셉 L. 맨키위즈,"말론 브란도,존 길거드,제임스 메이슨"
215,형제는 용감하였다,,"1,005,000",0.0%,"10,084,000",500,"5,017",1,16,미국,미국,,,,"멜로/로맨스,드라마",리처드 소프,"로버트 테일러,앤 블리스"
217,불멸의 여자,2023-04-05,"4,419,000",0.0%,"4,419,000",491,491,2,3,한국,한국,주식회사 영화사소요,"(주)드림팩트엔터테인먼트,(주)아크메",15세이상관람가,드라마,최종태,"이음,윤가현,이정경"
218,와일드 인 더 컨츄리,,"952,000",0.0%,"3,813,000",476,"1,879",1,16,,,,,,,,
219,만인의 연인,2022-12-01,"1,793,000",0.0%,"66,207,300",473,"8,387",3,55,한국,한국,(주)시네마달,(주)시네마달,15세이상관람가,드라마,한인미,"황보운,서영희,홍사빈,김민철,전석호,우지현,박정연,이유지,김도경"
220,코만치 영역,,"920,000",0.0%,"920,000",460,460,1,12,미국,미국,,,,"어드벤처,멜로/로맨스",조지 셔먼,"모린 오하라,맥도날드 캐리"
221,선생님의 애완동물,,"914,000",0.0%,"1,402,000",457,701,1,12,미국,미국,,,,코미디,조지 시튼,"클라크 게이블,도리스 데이,마미 반 도렌"
222,EO,,"4,759,996",0.0%,"4,759,996",449,449,10,20,폴란드,"폴란드,영국,이탈리아",,찬란,,드라마,저지 스콜리모우스키,이자벨 위페르
223,명탐정 필립,,"892,000",0.0%,"4,362,000",446,"1,656",1,12,미국,미국,,,,"범죄,미스터리",하워드 혹스,"험프리 보가트,로렌 바콜"
224,압꾸정,2022-11-30,"4,421,000",0.0%,"5,727,172,661",442,"608,639",2,2,한국,한국,"주식회사 빅펀치픽쳐스,(주)홍필름,(주)비에이엔터테인먼트",(주)쇼박스,12세이상관람가,"코미디,드라마",임진순,"마동석,도희원,정경호,오나라,최병모,오연서,류승수,임형준,나광훈,길해연,차우진,김찬형,한보름,김서연,남미정,박지훈,장명진,조용근,정지소,진선규,김숙,오희준,이재성,송진희,최형욱"
225,잃어버린 순간,,"880,000",0.0%,"2,454,000",440,"1,227",1,12,미국,미국,,,,드라마,,수잔 헤이워드
225,희망의 요소,2022-12-29,"3,513,000",0.0%,"4,792,000",440,598,6,92,한국,한국,화목한영화사,필름다빈,12세이상관람가,멜로/로맨스,이원영,"이승훈,김명준,박서은,임영우,임정은,이원영"
227,보와니의 분기점,,"848,000",0.0%,"3,683,000",424,"1,623",1,12,미국,미국,메트로-골드윈-마이어,,,"드라마,어드벤처",조지 쿠커,
228,해녀,,"839,000",0.0%,"5,996,000",417,"2,702",1,12,미국,미국,이십세기폭스필름코퍼레이션,,,"멜로/로맨스,어드벤처",진 네글레스코,"앨런 래드,클리프톤 웹,소피아 로렌"
229,오만과 편견,,"827,000",0.0%,"11,964,000",411,"5,887",1,16,미국,미국,,,12세이상관람가,"드라마,뮤지컬",로버트 Z. 레너드,"로렌스 올리비에,그리어 가슨"
230,별의 목소리 X 초속5센티미터,,"2,873,194",0.0%,"15,168,184",409,"1,771",5,88,일본,일본,,(주)미디어캐슬,12세이상관람가,애니메이션,신카이 마코토,
231,물망초,,"807,000",0.0%,"13,205,000",401,"5,913",1,12,한국,한국,,,,드라마,최훈,"최은희,윤정희"
232,마이 맨 갓프리,,"796,000",0.0%,"1,040,000",398,520,1,12,미국,미국,,,,"코미디,멜로/로맨스",그레고리 라 카바,"윌리엄 파웰,캐롤 롬바드"
233,밀회,,"786,000",0.0%,"10,724,000",393,"5,235",1,12,영국,영국,,,,"멜로/로맨스,드라마",데이빗 린,"셀리아 존슨,트레버 하워드"
234,걸한트,,"780,000",0.0%,"2,446,000",390,"1,223",1,15,미국,미국,,,,"코미디,멜로/로맨스",리처드 소프,스티브 맥퀸
235,그린 나이트,2021-08-05,"2,716,000",0.0%,"269,316,180",388,"29,059",1,1,미국,미국,,(주)팝엔터테인먼트,15세이상관람가,"어드벤처,드라마,판타지",데이빗 로워리,"데브 파텔,알리시아 비칸데르,조엘 에저튼,사리타 초우드리,랄프 아인슨,케이트 디키,숀 해리스"
236,라라랜드,2016-12-07,"3,879,000",0.0%,"31,083,251,508",385,"3,767,417",2,28,미국,미국,,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",데이미언 셔젤,"엠마 스톤,라이언 고슬링,핀 위트록,J.K. 시몬스,로즈마리 드윗"
237,앤티 맘,,"768,000",0.0%,"1,756,000",384,878,1,9,미국,미국,,,,가족,모튼 다코스타,"로사린드 러셀,포레스트 터커"
238,뮤지컬,2022-11-02,"7,659,000",0.0%,"33,279,000",383,"1,664",5,42,한국,한국,주식회사 홍컴퍼니,주식회사 홍컴퍼니,12세이상관람가,"뮤지컬,공연",장우성,
239,기적을 믿는 소녀,,"4,352,000",0.0%,"17,267,000",380,"1,697",2,3,미국,미국,,홀리가든,전체관람가,"드라마,가족",리처드 코렐,"미라 소르비노,케빈 소르보,피터 코요테,오스틴 존슨"
240,피닉스,2021-07-22,"2,625,000",0.0%,"106,242,192",375,"12,702",1,1,독일,독일,,M&M 인터내셔널,12세이상관람가,드라마,크리스티안 펫졸드,"니나 호스,로널드 제르펠트"
241,레 미제라블,2021-04-15,"2,611,000",0.0%,"91,479,340",373,"11,244",1,1,프랑스,프랑스,,(주)영화사 진진,15세이상관람가,드라마,,
242,세레나데,,"744,000",0.0%,"4,106,000",372,"2,038",1,9,미국,미국,워너 브러더스 픽쳐스,,,드라마,안소니 만,"마리오 란자,사라 몬티엘,조안 폰테인,마리오 란자,Leonora Amar"
243,엔칸토: 마법의 세계,2021-11-24,"4,312,300",0.0%,"5,990,464,600",365,"631,973",5,15,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,전체관람가,애니메이션,"바이론 하워드,자레드 부시,채리스 카스트로 스미스","스테파니 비트리즈,마리아 세실리아 보테로,윌머 발더라마,아다사,다이앤 게레로,마우로 카스틸로,앤지 세페다,제시카 대로우,렌지 펠리즈,캐롤리나 가이탄"
243,타오르는 여인의 초상,2020-01-16,"2,566,000",0.0%,"1,333,350,036",365,"158,463",1,2,프랑스,프랑스,,"그린나래미디어(주),(주)홈초이스",15세이상관람가,드라마,셀린 시아마,"아델 에넬,노에미 멜랑"
245,맹진사댁 경사,,"712,000",0.0%,"9,390,000",356,"4,716",1,9,한국,한국,,,,코미디,이용민,
246,더 파더,2021-04-07,"2,481,500",0.0%,"407,875,000",352,"48,593",1,2,영국,영국,,판씨네마(주),12세이상관람가,드라마,플로리안 젤러,"안소니 홉킨스,올리비아 콜맨,마크 게티스,올리비아 윌리엄스,이모겐 푸츠,루퍼스 스웰"
247,블랙 팬서: 와칸다 포에버,2022-11-09,"3,554,294",0.0%,"22,206,623,699",347,"2,105,988",10,68,미국,미국,,월트디즈니컴퍼니코리아 유한책임회사,12세이상관람가,"액션,어드벤처,드라마",라이언 쿠글러,"레티티아 라이트,루피타 뇽오,다네이 거라이라,마틴 프리먼,다니엘 칼루야,안젤라 바셋,윈스턴 듀크,테노치 우에르타 메히아"
247,여름날 우리,2021-08-25,"3,773,000",0.0%,"375,846,720",347,"41,558",2,22,중국,중국,,"(주)바이포엠스튜디오,찬란,메가박스중앙(주)",12세이상관람가,"코미디,멜로/로맨스",한톈,"허광한,장약남"
249,광대: 소리꾼,2022-02-24,"2,557,000",0.0%,"151,339,770",337,"19,500",1,2,한국,한국,주식회사 제이오엔터테인먼트코리아,트윈플러스파트너스(주),12세이상관람가,"사극,드라마",조정래,"이봉근,이유리,김하연,박철민,김동완,김민준"
249,매스,2022-05-18,"2,359,000",0.0%,"90,493,300",337,"9,823",1,1,미국,미국,,오드,12세이상관람가,드라마,프란 크랜즈,"앤 도드,마샤 플림튼,제이슨 아이삭스,리드 버니"
251,자마,2021-08-26,"2,352,000",0.0%,"27,086,050",336,"3,329",1,1,아르헨티나,아르헨티나,,M&M 인터내셔널,15세이상관람가,드라마,루크레시아 마르텔,"다니엘 지멘네즈 카초,메디우스 나치터가엘"
252,"블루 서멀, 같은 하늘을 보고 싶어",2023-03-29,"3,039,823",0.0%,"3,039,823",325,325,61,158,일본,일본,,(주)박수엔터테인먼트,전체관람가,"애니메이션,멜로/로맨스",타치바나 마사키,시마자키 노부나가
253,어바웃 타임,2013-12-05,"3,183,500",0.0%,"25,315,951,800",322,"3,449,780",11,34,영국,영국,,유니버설픽쳐스인터내셔널 코리아(유),15세이상관람가,"멜로/로맨스,코미디",리차드 커티스,"레이첼 맥아담스,도널 글리슨,빌 나이"
254,메데아,,"8,212,900",0.0%,"8,212,900",315,315,7,24,미국,미국,,,,공연,,
255,로코와 그의 형제들,,"631,000",0.0%,"4,630,000",313,"1,805",1,9,이탈리아,"이탈리아,프랑스",,,,"범죄,드라마",루치노 비스콘티,"알랑 드롱,애니 지라르도,레나토 살바토리"
255,탑,2022-11-03,"2,818,000",0.0%,"57,192,293",313,"6,090",5,74,한국,한국,(주)영화제작전원사,"(주)영화제작전원사 ,(주)콘텐츠판다",15세이상관람가,드라마,홍상수,"권해효,이혜영,송선미,조윤희,박미소,신석호"
257,안나 카레니나,2018-06-29,"2,569,000",0.0%,"72,978,900",312,"5,711",13,31,한국,한국,(주)비프로,(주)비프로,12세이상관람가,뮤지컬,신예지,에카테리나 구세바
258,오션스 일레븐,,"622,000",0.0%,"5,427,000",311,"2,438",1,10,미국,미국,,,,"범죄,코미디",루이스 마일스톤,"프랭크 시내트라,딘 마틴,새미 데이비스 주니어,피터 로포드,앤지 디킨슨"
259,이장,2020-03-25,"626,000",0.0%,"43,070,040",308,"5,629",1,72,한국,한국,㈜인디스토리,㈜인디스토리,12세이상관람가,"드라마,가족,코미디,판타지",정승오,"장리우,곽민규,공민정,윤금선아,이선희,강민준,송희준,유순웅,강선숙,윤부진,엄태화,임호준,이영석,송유현"
260,그 여름 가장 조용한 바다,2004-08-13,"2,902,000",0.0%,"44,098,034",303,"6,169",1,8,일본,일본,"오피스 키타노,토호 컴퍼니","(주)영화사 진진,(주)스폰지이엔티",12세관람가,드라마,기타노 다케시,"카와하라 사부,마키 쿠로우도"
